Code,Year,Share of the population using at least basic sanitation
GGY,2016,100
GGY,2017,100
GGY,2018,100
GGY,2019,100
GGY,2020,100
GGY,2021,100
GGY,2022,100
GGY,2023,100
GGY,2024,100
GIN,2000,9.162307
GIN,2001,9.8862915
GIN,2002,10.611442
GIN,2003,11.337945
GIN,2004,12.206875
GIN,2005,13.095036
GIN,2006,14.002633
GIN,2007,14.929488
GIN,2008,15.875607
GIN,2009,16.841002
GIN,2010,17.825888
GIN,2011,18.830074
GIN,2012,19.853569
GIN,2013,20.896381
GIN,2014,21.958517
GIN,2015,23.042953
GIN,2016,24.14984
GIN,2017,25.279316
GIN,2018,26.431534
GIN,2019,27.606398
GIN,2020,28.804535
GIN,2021,30.02585
GIN,2022,31.270742
GIN,2023,32.538857
GIN,2024,32.649635
GNB,2000,4.534457
GNB,2001,5.0157485
GNB,2002,5.729104
GNB,2003,6.754165
GNB,2004,7.782165
GNB,2005,8.878353
GNB,2006,9.989732
GNB,2007,11.116188
GNB,2008,12.258092
GNB,2009,13.415296
GNB,2010,14.588715
GNB,2011,15.778218
GNB,2012,16.98422
GNB,2013,18.206755
GNB,2014,19.446253
GNB,2015,20.702955
GNB,2016,21.976883
GNB,2017,23.268269
GNB,2018,24.577574
GNB,2019,25.904808
GNB,2020,27.250204
GNB,2021,28.614
GNB,2022,28.722858
GNB,2023,28.831972
GNB,2024,28.9416
GUY,2000,77.37352
GUY,2001,77.9231
GUY,2002,78.47359
GUY,2003,79.01412
GUY,2004,79.6383
GUY,2005,80.264885
GUY,2006,80.893936
GUY,2007,81.52536
GUY,2008,82.15916
GUY,2009,82.79535
GUY,2010,83.43388
GUY,2011,84.07474
GUY,2012,84.7315
GUY,2013,85.388954
GUY,2014,86.047844
GUY,2015,86.70796
GUY,2016,87.36924
GUY,2017,88.03157
GUY,2018,88.694695
GUY,2019,89.35861
GUY,2020,90.02313
GUY,2021,90.68812
GUY,2022,91.301
GUY,2023,91.30468
GUY,2024,91.30872
HTI,2000,19.440233
HTI,2001,20.125208
HTI,2002,20.802649
HTI,2003,21.470621
HTI,2004,21.999578
HTI,2005,22.504942
HTI,2006,23.001837
HTI,2007,23.489511
HTI,2008,23.968267
HTI,2009,24.436712
HTI,2010,24.895325
HTI,2011,25.343588
HTI,2012,25.781315
HTI,2013,26.207726
HTI,2014,26.62312
HTI,2015,27.027039
HTI,2016,27.41757
HTI,2017,27.794083
HTI,2018,28.15679
HTI,2019,28.505781
HTI,2020,28.65762
HTI,2021,28.793303
HTI,2022,28.913301
HTI,2023,29.018084
HTI,2024,29.108118
OWID_HIC,2000,97.410736
OWID_HIC,2001,96.862526
OWID_HIC,2002,95.969025
OWID_HIC,2003,96.02198
OWID_HIC,2004,96.0808
OWID_HIC,2005,96.169365
OWID_HIC,2006,96.2466
OWID_HIC,2007,96.38369
OWID_HIC,2008,96.51713
OWID_HIC,2009,96.64534
OWID_HIC,2010,96.77167
OWID_HIC,2011,96.891914
OWID_HIC,2012,97.00988
OWID_HIC,2013,97.32388
OWID_HIC,2014,97.42905
OWID_HIC,2015,97.536674
OWID_HIC,2016,97.643364
OWID_HIC,2017,97.73979
OWID_HIC,2018,97.824394
OWID_HIC,2019,97.90719
OWID_HIC,2020,97.98287
OWID_HIC,2021,98.07327
OWID_HIC,2022,98.16778
OWID_HIC,2023,98.25133
OWID_HIC,2024,98.326485
HND,2000,64.5086
HND,2001,65.509926
HND,2002,66.53485
HND,2003,67.556076
HND,2004,68.571945
HND,2005,69.58153
HND,2006,70.58561
HND,2007,71.58385
HND,2008,72.576454
HND,2009,73.562965
HND,2010,74.54391
HND,2011,75.51886
HND,2012,76.48834
HND,2013,77.45179
HND,2014,78.40971
HND,2015,79.36149
HND,2016,80.307495
HND,2017,81.24769
HND,2018,82.18205
HND,2019,83.11071
HND,2020,84.033775
HND,2021,84.95126
HND,2022,85.863396
HND,2023,86.770195
HND,2024,87.67179
HKG,2000,97.38867
HKG,2001,97.38867
HKG,2002,97.38867
HKG,2003,97.38867
HKG,2004,97.267044
HKG,2005,97.14541
HKG,2006,97.02377
HKG,2007,96.902145
HKG,2008,96.78051
HKG,2009,96.658875
HKG,2010,96.53724
HKG,2011,96.41561
HKG,2012,96.293976
HKG,2013,96.17234
HKG,2014,96.050705
HKG,2015,95.92908
HKG,2016,95.80744
HKG,2017,95.68581
HKG,2018,95.56417
HKG,2019,95.44254
HKG,2020,95.32091
HKG,2021,95.19927
HKG,2022,95.07764
HKG,2023,94.95601
HKG,2024,94.83437
HUN,2000,98.043724
HUN,2001,98.04295
HUN,2002,98.03961
HUN,2003,98.03628
HUN,2004,98.03297
HUN,2005,98.029144
HUN,2006,98.024826
HUN,2007,98.02054
HUN,2008,98.01629
HUN,2009,98.01208
HUN,2010,98.0084
HUN,2011,98.00476
HUN,2012,98.00215
HUN,2013,97.99991
HUN,2014,97.99768
HUN,2015,97.99545
HUN,2016,97.99318
HUN,2017,97.990875
HUN,2018,97.98852
HUN,2019,97.98613
HUN,2020,97.9837
HUN,2021,97.98124
HUN,2022,97.97874
HUN,2023,97.9762
HUN,2024,97.973625
ISL,2000,98.798004
ISL,2001,98.79718
ISL,2002,98.79637
ISL,2003,98.79495
ISL,2004,98.79333
ISL,2005,98.791725
ISL,2006,98.790146
ISL,2007,98.788605
ISL,2008,98.78708
ISL,2009,98.78557
ISL,2010,98.78475
ISL,2011,98.784584
ISL,2012,98.78441
ISL,2013,98.78399
ISL,2014,98.78355
ISL,2015,98.78312
ISL,2016,98.78267
ISL,2017,98.78217
ISL,2018,98.78165
ISL,2019,98.7811
ISL,2020,98.78054
ISL,2021,98.77995
ISL,2022,98.77933
ISL,2023,98.77868
ISL,2024,98.778
IND,2000,14.663882
IND,2001,17.22068
IND,2002,19.964582
IND,2003,22.725653
IND,2004,25.50409
IND,2005,28.298891
IND,2006,31.110275
IND,2007,33.938385
IND,2008,36.782978
IND,2009,39.64317
IND,2010,42.51911
IND,2011,45.41088
IND,2012,48.32059
IND,2013,51.24729
IND,2014,54.19055
IND,2015,57.14964
IND,2016,60.12383
IND,2017,63.11256
IND,2018,66.114876
IND,2019,69.13002
IND,2020,72.04823
IND,2021,74.93285
IND,2022,77.816185
IND,2023,80.69789
IND,2024,83.380875
IDN,2000,41.58318
IDN,2001,43.534313
IDN,2002,45.501053
IDN,2003,47.48211
IDN,2004,49.477215
IDN,2005,51.48378
IDN,2006,53.501896
IDN,2007,55.53003
IDN,2008,57.567875
IDN,2009,59.613388
IDN,2010,61.66112
IDN,2011,63.691364
IDN,2012,65.730255
IDN,2013,67.77663
IDN,2014,69.83046
IDN,2015,71.89044
IDN,2016,73.95593
IDN,2017,76.02568
IDN,2018,78.09954
IDN,2019,80.17675
IDN,2020,82.25711
IDN,2021,84.33985
IDN,2022,85.64866
IDN,2023,86.93633
IDN,2024,88.20317
IRN,2000,78.21829
IRN,2001,78.973145
IRN,2002,79.715546
IRN,2003,80.44563
IRN,2004,81.16331
IRN,2005,81.86851
IRN,2006,82.56141
IRN,2007,83.23212
IRN,2008,83.88698
IRN,2009,84.53138
IRN,2010,85.16567
IRN,2011,85.7898
IRN,2012,86.40189
IRN,2013,87.00301
IRN,2014,87.59508
IRN,2015,88.17792
IRN,2016,88.751816
IRN,2017,89.31666
IRN,2018,89.69886
IRN,2019,90.02109
IRN,2020,90.26677
IRN,2021,90.31622
IRN,2022,90.36473
IRN,2023,90.41199
IRN,2024,90.45829
IRQ,2000,70.50477
IRQ,2001,71.07587
IRQ,2002,71.64557
IRQ,2003,72.213875
IRQ,2004,72.780785
IRQ,2005,74.445076
IRQ,2006,76.121956
IRQ,2007,77.81174
IRQ,2008,79.51418
IRQ,2009,81.22912
IRQ,2010,82.96585
IRQ,2011,84.71907
IRQ,2012,86.48264
IRQ,2013,88.256485
IRQ,2014,90.040565
IRQ,2015,91.834755
IRQ,2016,93.63966
IRQ,2017,95.45492
IRQ,2018,96.99975
IRQ,2019,97.86485
IRQ,2020,98.49326
IRQ,2021,98.49597
IRQ,2022,98.49878
IRQ,2023,98.50171
IRQ,2024,98.50475
IRL,2000,90.00398
IRL,2001,89.99342
IRL,2002,89.98243
IRL,2003,89.97005
IRL,2004,89.95745
IRL,2005,89.9448
IRL,2006,89.93268
IRL,2007,89.92332
IRL,2008,89.913895
IRL,2009,89.90436
IRL,2010,89.89475
IRL,2011,89.88503
IRL,2012,89.875206
IRL,2013,89.86531
IRL,2014,89.8553
IRL,2015,89.84523
IRL,2016,89.83499
IRL,2017,89.824066
IRL,2018,89.81234
IRL,2019,89.79985
IRL,2020,89.78653
IRL,2021,89.772484
IRL,2022,89.757645
IRL,2023,89.74201
IRL,2024,89.72561
IMN,2000,100
IMN,2001,100
IMN,2002,100
IMN,2003,100
IMN,2004,100
IMN,2005,100
IMN,2006,100
IMN,2007,100
IMN,2008,100
IMN,2009,100
IMN,2010,100
IMN,2011,100
IMN,2012,100
IMN,2013,100
IMN,2014,100
IMN,2015,100
IMN,2016,100
IMN,2017,100
IMN,2018,100
IMN,2019,100
IMN,2020,100
IMN,2021,100
IMN,2022,100
IMN,2023,100
IMN,2024,100
ISR,2000,100
ISR,2001,100
ISR,2002,100
ISR,2003,100
ISR,2004,100
ISR,2005,100
ISR,2006,100
ISR,2007,100
ISR,2008,100
ISR,2009,100
ISR,2010,100
ISR,2011,99.99566
ISR,2012,99.988464
ISR,2013,99.98139
ISR,2014,99.97446
ISR,2015,99.967674
ISR,2016,99.96102
ISR,2017,99.95453
ISR,2018,99.9482
ISR,2019,99.942024
ISR,2020,99.93601
ISR,2021,99.93018
ISR,2022,99.92452
ISR,2023,99.91904
ISR,2024,99.920074
ITA,2000,99.88593
ITA,2001,99.88592
ITA,2002,99.885895
ITA,2003,99.88587
ITA,2004,99.88585
ITA,2005,99.885826
ITA,2006,99.8858
ITA,2007,99.88578
ITA,2008,99.88576
ITA,2009,99.885735
ITA,2010,99.88571
ITA,2011,99.88568
ITA,2012,99.885635
ITA,2013,99.885574
ITA,2014,99.88552
ITA,2015,99.88546
ITA,2016,99.8854
ITA,2017,99.88534
ITA,2018,99.88528
ITA,2019,99.88522
ITA,2020,99.885155
ITA,2021,99.8851
ITA,2022,99.88503
ITA,2023,99.88497
ITA,2024,99.8849
JAM,2000,80.38979
JAM,2001,80.43973
JAM,2002,80.490074
JAM,2003,80.5403
JAM,2004,81.06759
JAM,2005,81.59528
JAM,2006,82.12331
JAM,2007,82.6517
JAM,2008,83.18041
JAM,2009,83.70949
JAM,2010,84.23888
JAM,2011,84.76857
JAM,2012,85.29814
JAM,2013,85.82753
JAM,2014,86.35668
JAM,2015,86.88559
JAM,2016,87.41417
JAM,2017,87.94241
JAM,2018,88.47024
JAM,2019,88.99762
JAM,2020,89.52453
JAM,2021,90.05091
JAM,2022,90.576706
JAM,2023,91.1019
JAM,2024,91.62646
JPN,2000,99.997765
JPN,2001,99.9955
JPN,2002,99.993225
JPN,2003,99.99096
JPN,2004,99.98869
JPN,2005,99.98642
JPN,2006,99.98415
JPN,2007,99.98188
JPN,2008,99.979614
JPN,2009,99.97735
JPN,2010,99.975075
JPN,2011,99.97281
JPN,2012,99.970535
JPN,2013,99.96827
JPN,2014,99.966
JPN,2015,99.96373
JPN,2016,99.961464
JPN,2017,99.95919
JPN,2018,99.956924
JPN,2019,99.95466
JPN,2020,99.952385
JPN,2021,99.95012
JPN,2022,99.947845
JPN,2023,99.94558
JPN,2024,99.94331
JEY,2000,100
JEY,2001,100
JEY,2002,100
JEY,2003,100
JEY,2004,100
JEY,2005,100
JEY,2006,100
JEY,2007,100
JEY,2008,100
JEY,2009,100
JEY,2010,100
JEY,2011,100
JEY,2012,100
JEY,2013,100
JEY,2014,100
JEY,2015,100
JEY,2016,100
JEY,2017,100
JEY,2018,100
JEY,2019,100
JEY,2020,100
JEY,2021,100
JEY,2022,100
JEY,2023,100
JEY,2024,100
JOR,2000,99.00014
JOR,2001,98.88727
JOR,2002,98.767944
JOR,2003,98.648674
JOR,2004,98.52946
JOR,2005,98.41697
JOR,2006,98.308205
JOR,2007,98.200935
JOR,2008,98.09502
JOR,2009,97.99023
JOR,2010,97.88648
JOR,2011,97.78363
JOR,2012,97.68156
JOR,2013,97.58009
JOR,2014,97.47919
JOR,2015,97.37166
JOR,2016,97.26444
JOR,2017,97.15748
JOR,2018,97.05075
JOR,2019,96.94427
JOR,2020,96.83797
JOR,2021,96.731895
JOR,2022,96.62602
JOR,2023,96.52032
JOR,2024,96.41479
KAZ,2000,96.8457
KAZ,2001,96.84534
KAZ,2002,96.897835
KAZ,2003,96.95022
KAZ,2004,97.00248
KAZ,2005,97.06485
KAZ,2006,97.12711
KAZ,2007,97.18927
KAZ,2008,97.25132
KAZ,2009,97.31326
KAZ,2010,97.37511
KAZ,2011,97.43684
KAZ,2012,97.49846
KAZ,2013,97.559975
KAZ,2014,97.6214
KAZ,2015,97.68269
KAZ,2016,97.7439
KAZ,2017,97.80499
KAZ,2018,97.85534
KAZ,2019,97.90516
KAZ,2020,97.94632
KAZ,2021,97.95385
KAZ,2022,97.95264
KAZ,2023,97.948875
KAZ,2024,97.94474
KEN,2000,23.64738
KEN,2001,24.31646
KEN,2002,25.034609
KEN,2003,25.753517
KEN,2004,26.473114
KEN,2005,27.193228
KEN,2006,27.913895
KEN,2007,28.635044
KEN,2008,29.3566
KEN,2009,30.078413
KEN,2010,30.800495
KEN,2011,31.522917
KEN,2012,32.245525
KEN,2013,32.968246
KEN,2014,33.6909
KEN,2015,34.41337
KEN,2016,35.135536
KEN,2017,35.85725
KEN,2018,36.57839
KEN,2019,37.298798
KEN,2020,38.01834
KEN,2021,38.736877
KEN,2022,39.454254
KEN,2023,40.170338
KEN,2024,40.884964
KIR,2000,29.433252
KIR,2001,30.493986
KIR,2002,31.411411
KIR,2003,32.328964
KIR,2004,33.246365
KIR,2005,34.163338
KIR,2006,35.20221
KIR,2007,36.330692
KIR,2008,37.11736
KIR,2009,37.87656
KIR,2010,38.608177
KIR,2011,39.31183
KIR,2012,39.98713
KIR,2013,40.632893
KIR,2014,41.249428
KIR,2015,41.836205
KIR,2016,42.390385
KIR,2017,42.91151
KIR,2018,43.4002
KIR,2019,43.856716
KIR,2020,44.281097
KIR,2021,44.67381
KIR,2022,45.035202
KIR,2023,45.10525
KIR,2024,45.173508
KWT,2000,100
KWT,2001,100
KWT,2002,100
KWT,2003,100
KWT,2004,100
KWT,2005,100
KWT,2006,100
KWT,2007,100
KWT,2008,100
KWT,2009,100
KWT,2010,100
KWT,2011,100
KWT,2012,100
KWT,2013,100
KWT,2014,100
KWT,2015,100
KWT,2016,100
KWT,2017,100
KWT,2018,100
KWT,2019,100
KWT,2020,100
KWT,2021,100
KWT,2022,100
KWT,2023,100
KWT,2024,100
KGZ,2000,92.8282
KGZ,2001,92.82824
KGZ,2002,93.00557
KGZ,2003,93.18293
KGZ,2004,93.360275
KGZ,2005,93.65602
KGZ,2006,93.95209
KGZ,2007,94.24852
KGZ,2008,94.54529
KGZ,2009,94.84237
KGZ,2010,95.13914
KGZ,2011,95.43549
KGZ,2012,95.731346
KGZ,2013,96.02669
KGZ,2014,96.32142
KGZ,2015,96.61547
KGZ,2016,96.908745
KGZ,2017,97.20121
KGZ,2018,97.49275
KGZ,2019,97.783356
KGZ,2020,98.01763
KGZ,2021,98.14786
KGZ,2022,98.27823
KGZ,2023,98.408875
KGZ,2024,98.5399
LAO,2000,28.579208
LAO,2001,31.510235
LAO,2002,34.42695
LAO,2003,37.32589
LAO,2004,40.20697
LAO,2005,43.006542
LAO,2006,45.618126
LAO,2007,48.2159
LAO,2008,50.800957
LAO,2009,53.37156
LAO,2010,55.928394
LAO,2011,58.471344
LAO,2012,61.000637
LAO,2013,63.514786
LAO,2014,66.014755
LAO,2015,68.50014
LAO,2016,70.971146
LAO,2017,73.42685
LAO,2018,75.867256
LAO,2019,78.29264
LAO,2020,80.70274
LAO,2021,83.09759
LAO,2022,85.1292
LAO,2023,86.995995
LAO,2024,88.731415
UNSDG_LAC,2000,75.10453
UNSDG_LAC,2001,75.85954
UNSDG_LAC,2002,76.55073
UNSDG_LAC,2003,77.238266
UNSDG_LAC,2004,77.92147
UNSDG_LAC,2005,78.675285
UNSDG_LAC,2006,79.3652
UNSDG_LAC,2007,80.05834
UNSDG_LAC,2008,80.746735
UNSDG_LAC,2009,81.43107
UNSDG_LAC,2010,82.11541
UNSDG_LAC,2011,82.79576
UNSDG_LAC,2012,83.46657
UNSDG_LAC,2013,84.128456
UNSDG_LAC,2014,84.785446
UNSDG_LAC,2015,85.437225
UNSDG_LAC,2016,86.08354
UNSDG_LAC,2017,86.14425
UNSDG_LAC,2018,86.77249
UNSDG_LAC,2019,87.40047
UNSDG_LAC,2020,88.0021
UNSDG_LAC,2021,88.79699
UNSDG_LAC,2022,89.44864
UNSDG_LAC,2023,89.98303
UNSDG_LAC,2024,90.441376
LVA,2000,89.18223
LVA,2001,89.15803
LVA,2002,89.386055
LVA,2003,89.52635
LVA,2004,89.61308
LVA,2005,89.698006
LVA,2006,89.75674
LVA,2007,89.80893
LVA,2008,89.86116
LVA,2009,89.921005
LVA,2010,89.98794
LVA,2011,90.053955
LVA,2012,90.1189
LVA,2013,90.18277
LVA,2014,90.245415
LVA,2015,90.49308
LVA,2016,90.742325
LVA,2017,90.99298
LVA,2018,91.24492
LVA,2019,91.49799
LVA,2020,91.75207
LVA,2021,92.00698
LVA,2022,92.26261
LVA,2023,92.518684
LVA,2024,92.534615
LBN,2000,76.92373
LBN,2001,76.92373
LBN,2002,76.92373
LBN,2003,78.23291
LBN,2004,79.54208
LBN,2005,80.851265
LBN,2006,82.160446
LBN,2007,83.46962
LBN,2008,84.7788
LBN,2009,86.087975
LBN,2010,87.397156
LBN,2011,88.70634
LBN,2012,90.01551
LBN,2013,91.32469
LBN,2014,92.63387
LBN,2015,93.94305
LBN,2016,95.25223
LBN,2017,96.5614
LBN,2018,97.87058
LBN,2019,99.06738
LBN,2020,99.2
LBN,2021,99.2
LBN,2022,99.2
LBN,2023,99.2
LBN,2024,99.2
LSO,2000,13.910968
LSO,2001,15.495739
LSO,2002,17.071815
LSO,2003,18.618917
LSO,2004,20.151947
LSO,2005,21.670368
LSO,2006,23.174437
LSO,2007,24.655783
LSO,2008,26.123991
LSO,2009,27.578823
LSO,2010,29.020496
LSO,2011,30.448933
LSO,2012,31.858604
LSO,2013,33.256836
LSO,2014,34.643707
LSO,2015,36.01929
LSO,2016,37.38357
LSO,2017,38.73663
LSO,2018,40.078506
LSO,2019,41.409134
LSO,2020,42.72844
LSO,2021,44.036373
LSO,2022,45.332848
LSO,2023,46.617863
LSO,2024,47.89135
LBR,2000,12.17349
LBR,2001,12.467784
LBR,2002,12.765084
LBR,2003,13.064985
LBR,2004,13.367705
LBR,2005,13.673037
LBR,2006,14.115801
LBR,2007,14.564331
LBR,2008,15.018344
LBR,2009,15.480274
LBR,2010,15.950117
LBR,2011,16.428091
LBR,2012,16.913723
LBR,2013,17.407457
LBR,2014,17.908808
LBR,2015,18.417978
LBR,2016,18.934938
LBR,2017,19.45918
LBR,2018,19.991137
LBR,2019,20.530525
LBR,2020,21.0773
LBR,2021,21.631407
LBR,2022,22.192307
LBR,2023,22.76042
LBR,2024,23.335196
LBY,2000,91.06455
LBY,2001,90.95766
LBY,2002,90.85077
LBY,2003,90.74387
LBY,2004,90.636986
LBY,2005,90.53009
LBY,2006,90.4232
LBY,2007,90.31631
LBY,2008,90.20941
LBY,2009,90.10252
LBY,2010,89.99563
LBY,2011,89.88874
LBY,2012,89.781845
LBY,2013,89.67496
LBY,2014,89.56806
LBY,2015,89.461174
LBY,2016,89.35428
LBY,2017,89.24739
LBY,2018,89.140495
LBY,2019,89.03361
LBY,2020,88.92671
LBY,2021,88.819824
LBY,2022,88.71293
LBY,2023,88.60604
LBY,2024,88.499146
LIE,2000,99.95
LIE,2001,99.95
LIE,2002,99.95
LIE,2003,99.95
LIE,2004,99.95
LIE,2005,99.95
LIE,2006,99.95
LIE,2007,99.95
LIE,2008,99.95
LIE,2009,99.95
LIE,2010,99.95
LIE,2011,99.95
LIE,2012,99.95
LIE,2013,99.95
LIE,2014,99.95
LIE,2015,99.95
LIE,2016,99.95
LIE,2017,99.95
LIE,2018,99.95
LIE,2019,99.95
LIE,2020,99.95
LIE,2021,99.95
LIE,2022,99.95
LIE,2023,99.95
LIE,2024,99.95
LTU,2000,84.26283
LTU,2001,84.73128
LTU,2002,85.194695
LTU,2003,85.65986
LTU,2004,86.12677
LTU,2005,86.614105
LTU,2006,87.120026
LTU,2007,87.62459
LTU,2008,88.12779
LTU,2009,88.667656
LTU,2010,89.194145
LTU,2011,89.73549
LTU,2012,90.30097
LTU,2013,90.864815
LTU,2014,91.42719
LTU,2015,91.98808
LTU,2016,92.54919
LTU,2017,93.11004
LTU,2018,93.670105
LTU,2019,94.22894
LTU,2020,94.786285
LTU,2021,95.34144
LTU,2022,95.89405
LTU,2023,96.38484
LTU,2024,96.39657
OWID_LIC,2000,21.944324
OWID_LIC,2001,22.118507
