Code,Year,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3)
VEN,1988,51,74,56
VEN,1989,50,67,57
VEN,1990,61,72,63
VEN,1991,63,74,64
VEN,1992,61,73,67
VEN,1993,62,72,67
VEN,1994,94,73,63
VEN,1995,47,85,68
VEN,1996,64,73,57
VEN,1997,68,76,60
VEN,1998,92,62,39
VEN,1999,84,86,76
VEN,2000,84,86,77
VEN,2001,98,87,70
VEN,2002,83,81,65
VEN,2003,83,86,68
VEN,2004,80,83,86
VEN,2005,76,80,87
VEN,2006,82,73,71
VEN,2007,87,67,62
VEN,2008,93,76,50
VEN,2009,87,75,84
VEN,2010,79,74,78
VEN,2011,86,78,78
VEN,2012,87,73,81
VEN,2013,85,82,82
VEN,2014,89,79,78
VEN,2015,92,87,87
VEN,2016,88,82,84
VEN,2017,96,79,66
VEN,2018,74,53,60
VEN,2019,93,62,64
VEN,2020,76,62,54
VEN,2021,68,50,56
VEN,2022,52,47,43
VEN,2023,68,62,54
VEN,2024,71,62,62
VNM,1982,1,,
VNM,1983,3,2,4
VNM,1984,4,5,5
VNM,1985,19,62,42
VNM,1986,39,45,43
VNM,1987,36,45,50
VNM,1988,56,54,70
VNM,1989,76,70,88
VNM,1990,88,88,88
VNM,1991,88,88,88
VNM,1992,90,89,88
VNM,1993,93,91,91
VNM,1994,96,94,94
VNM,1995,95,94,93
VNM,1996,96,94,94
VNM,1997,96,95,95
VNM,1998,96,94,94
VNM,1999,94,93,93
VNM,2000,97,96,96
VNM,2001,98,96,96
VNM,2002,96,92,75
VNM,2003,93,96,99
VNM,2004,97,96,96
VNM,2005,95,94,95
VNM,2006,93,94,94
VNM,2007,83,92,92
VNM,2008,92,93,93
VNM,2009,97,97,96
VNM,2010,98,94,93
VNM,2011,96,96,95
VNM,2012,96,97,97
VNM,2013,98,93,59
VNM,2014,97,96,95
VNM,2015,97,97,97
VNM,2016,99,95,96
VNM,2017,97,94,94
VNM,2018,97,90,75
VNM,2019,95,89,89
VNM,2020,97,80,94
VNM,2021,89,81,83
VNM,2022,88,70,91
VNM,2023,82,60,65
VNM,2024,98,73,97
,1980,4,3,1
,1981,8,6,5
,1982,9,7,6
,1983,9,8,7
,1984,15,12,13
,1985,24,18,19
,1986,32,25,25
,1987,36,30,30
,1988,42,35,35
,1989,50,42,42
,1990,50,49,49
,1991,47,39,37
,1992,42,40,40
,1993,42,36,36
,1994,44,43,42
,1995,44,37,38
,1996,41,34,34
,1997,41,34,32
,1998,40,33,33
,1999,39,37,39
,2000,41,42,41
,2001,43,44,40
,2002,44,50,42
,2003,48,53,46
,2004,52,55,51
,2005,56,60,55
,2006,58,61,58
,2007,58,64,60
,2008,62,67,65
,2009,68,71,70
,2010,65,66,66
,2011,64,61,65
,2012,61,62,60
,2013,60,60,60
,2014,60,62,63
,2015,60,62,62
,2016,62,66,67
,2017,64,68,68
,2018,64,69,70
,2019,65,72,72
,2020,64,69,69
,2021,63,67,69
,2022,60,66,69
,2023,62,72,71
,2024,65,72,72
,1980,4,5,8
,1981,4,7,11
,1982,4,73,11
,1983,65,73,55
,1984,73,76,67
,1985,78,82,73
,1986,61,67,74
,1987,73,76,73
,1988,89,91,90
,1989,91,92,92
,1990,94,95,94
,1991,89,92,92
,1992,85,90,88
,1993,80,87,86
,1994,77,86,84
,1995,81,82,80
,1996,84,84,83
,1997,84,85,83
,1998,84,85,83
,1999,85,86,84
,2000,85,86,85
,2001,86,85,86
,2002,86,85,85
,2003,86,88,87
,2004,88,88,88
,2005,88,88,88
,2006,93,93,92
,2007,92,93,92
,2008,95,96,95
,2009,97,97,97
,2010,97,97,96
,2011,96,97,97
,2012,96,97,97
,2013,96,96,94
,2014,96,96,96
,2015,96,96,96
,2016,96,96,97
,2017,96,96,96
,2018,96,96,95
,2019,96,96,95
,2020,95,94,95
,2021,92,92,92
,2022,93,92,95
,2023,91,90,91
,2024,92,92,92
OWID_WRL,1980,16,21,20
OWID_WRL,1981,19,22,23
OWID_WRL,1982,20,41,25
OWID_WRL,1983,36,42,37
OWID_WRL,1984,40,46,44
OWID_WRL,1985,46,50,48
OWID_WRL,1986,46,50,51
OWID_WRL,1987,53,56,55
OWID_WRL,1988,62,64,63
OWID_WRL,1989,67,70,68
OWID_WRL,1990,73,75,76
OWID_WRL,1991,68,71,71
OWID_WRL,1992,68,69,69
OWID_WRL,1993,69,70,69
OWID_WRL,1994,71,72,72
OWID_WRL,1995,73,73,72
OWID_WRL,1996,73,73,72
OWID_WRL,1997,71,73,71
OWID_WRL,1998,70,72,71
OWID_WRL,1999,71,72,71
OWID_WRL,2000,71,72,72
OWID_WRL,2001,72,73,72
OWID_WRL,2002,72,74,72
OWID_WRL,2003,73,75,74
OWID_WRL,2004,75,76,76
OWID_WRL,2005,77,78,77
OWID_WRL,2006,79,79,78
OWID_WRL,2007,79,80,78
OWID_WRL,2008,81,82,81
OWID_WRL,2009,83,83,83
OWID_WRL,2010,84,83,83
OWID_WRL,2011,84,83,84
OWID_WRL,2012,84,84,84
OWID_WRL,2013,84,84,83
OWID_WRL,2014,84,84,85
OWID_WRL,2015,84,85,85
OWID_WRL,2016,85,85,86
OWID_WRL,2017,85,86,86
OWID_WRL,2018,86,86,86
OWID_WRL,2019,86,86,86
OWID_WRL,2020,83,82,83
OWID_WRL,2021,81,81,82
OWID_WRL,2022,83,84,85
OWID_WRL,2023,83,84,84
OWID_WRL,2024,84,84,85
YEM,1980,2,1,1
YEM,1981,4,3,3
YEM,1982,4,4,4
YEM,1983,6,5,5
YEM,1984,8,7,7
YEM,1985,13,12,12
YEM,1986,15,13,13
YEM,1987,22,18,18
YEM,1988,34,36,36
YEM,1989,48,56,56
YEM,1990,69,84,84
YEM,1991,53,47,47
YEM,1992,46,50,50
YEM,1993,51,54,54
YEM,1994,31,33,33
YEM,1995,40,44,44
YEM,1996,43,47,47
YEM,1997,41,40,40
YEM,1998,66,68,68
YEM,1999,74,71,71
YEM,2000,70,74,74
YEM,2001,72,73,73
YEM,2002,62,64,65
YEM,2003,64,61,61
YEM,2004,74,72,72
YEM,2005,73,80,79
YEM,2006,65,78,78
YEM,2007,71,79,79
YEM,2008,69,78,78
YEM,2009,65,76,76
YEM,2010,68,77,76
YEM,2011,66,69,69
YEM,2012,63,68,67
YEM,2013,68,72,71
YEM,2014,64,70,70
YEM,2015,61,64,63
YEM,2016,62,64,63
YEM,2017,56,59,59
YEM,2018,53,54,54
YEM,2019,54,60,60
YEM,2020,53,57,57
YEM,2021,51,56,56
YEM,2022,53,58,58
YEM,2023,45,46,46
YEM,2024,41,42,42
ZMB,1983,56,46,49
ZMB,1984,57,50,59
ZMB,1985,58,61,66
ZMB,1986,58,74,66
ZMB,1987,80,81,83
ZMB,1988,80,81,83
ZMB,1989,80,81,83
ZMB,1990,90,90,91
ZMB,1991,80,80,79
ZMB,1992,85,83,83
ZMB,1993,91,87,86
ZMB,1994,96,90,90
ZMB,1995,86,84,86
ZMB,1996,86,83,84
ZMB,1997,86,82,83
ZMB,1998,86,83,84
ZMB,1999,85,84,84
ZMB,2000,85,85,85
ZMB,2001,84,86,85
ZMB,2002,84,85,84
ZMB,2003,84,85,83
ZMB,2004,85,84,83
ZMB,2005,85,84,82
ZMB,2006,85,83,81
ZMB,2007,93,77,80
ZMB,2008,87,90,87
ZMB,2009,90,93,94
ZMB,2010,96,80,83
ZMB,2011,83,83,81
ZMB,2012,82,70,78
ZMB,2013,80,74,79
ZMB,2014,85,78,86
ZMB,2015,90,90,90
ZMB,2016,97,91,95
ZMB,2017,96,92,94
ZMB,2018,94,90,90
ZMB,2019,93,89,88
ZMB,2020,96,83,84
ZMB,2021,90,87,91
ZMB,2022,88,94,92
ZMB,2023,83,91,90
ZMB,2024,88,90,91
ZWE,1981,56,38,39
ZWE,1982,58,46,46
ZWE,1983,60,53,53
ZWE,1984,62,61,60
ZWE,1985,78,63,63
ZWE,1986,83,82,75
ZWE,1987,88,86,84
ZWE,1988,88,87,85
ZWE,1989,87,88,87
ZWE,1990,87,89,88
ZWE,1991,87,88,87
ZWE,1992,86,86,86
ZWE,1993,86,85,85
ZWE,1994,87,87,87
ZWE,1995,87,88,88
ZWE,1996,88,90,90
ZWE,1997,84,86,86
ZWE,1998,79,84,84
ZWE,1999,77,81,81
ZWE,2000,75,78,78
ZWE,2001,73,76,75
ZWE,2002,70,73,71
ZWE,2003,68,70,68
ZWE,2004,66,67,65
ZWE,2005,67,69,68
ZWE,2006,68,71,70
ZWE,2007,69,73,73
ZWE,2008,70,75,75
ZWE,2009,76,69,73
ZWE,2010,90,89,89
ZWE,2011,92,93,93
ZWE,2012,97,95,95
ZWE,2013,93,95,95
ZWE,2014,92,92,91
ZWE,2015,86,88,87
ZWE,2016,95,90,90
ZWE,2017,90,89,89
ZWE,2018,88,89,89
ZWE,2019,85,90,90
ZWE,2020,85,86,86
ZWE,2021,88,88,88
ZWE,2022,90,90,90
ZWE,2023,90,90,90
ZWE,2024,90,91,91
